filer_cik,accession,cusip,ticker,issuer,class,put_call,value_usd,shares,sh_prn_type,discretion,other_manager,vote_sole,vote_shared,vote_none
1056831,0000919574-24-006738,037833100,AAPL,APPLE INC,COM,,559200,2400,SH,SOLE,,0,0,2400
1056831,0000919574-24-006738,06417N103,OZK,BANK OZK,COM,,28076863,653102,SH,SOLE,1,512300,0,140802
1056831,0000919574-24-006738,084423102,WRB,WR BERKLEY CORP,COM,,14832059,261450,SH,SOLE,1,187650,0,73800
1056831,0000919574-24-006738,084670702,BRK/B,BERKSHIRE HATHAWAY INC DEL,CL B NEW,,23046139,50072,SH,SOLE,,0,0,50072
1056831,0000919574-24-006738,084670108,BRK/A,BERKSHIRE HATHAWAY INC DEL,CL A,,691180,1,SH,SOLE,,0,0,1
1056831,0000919574-24-006738,293792107,EPD,ENTERPRISE PRODS PARTNERS L,COM,,158544704,5446400,SH,SOLE,1,4991100,0,455300
1056831,0000919574-24-006738,790148100,JOE,ST JOE CO,COM,,1233027167,21146067,SH,SOLE,1,19787791,0,1358276
