filer_cik,accession,cusip,ticker,issuer,class,put_call,value_usd,shares,sh_prn_type,discretion,other_manager,vote_sole,vote_shared,vote_none
1167483,0000919574-24-006690,02079K305,GOOGL,ALPHABET INC,CAP STK CL A,,1709714480,10308800,SH,SOLE,,10308800,0,0
1167483,0000919574-24-006690,023135106,AMZN,AMAZON COM INC,COM,,1195397879,6415488,SH,SOLE,,6415488,0,0
1167483,0000919574-24-006690,03769M106,APO,APOLLO GLOBAL MGMT INC,COM,,1534543458,12285193,SH,SOLE,,12285193,0,0
1167483,0000919574-24-006690,038222105,AMAT,APPLIED MATLS INC,COM,,180875160,895200,SH,SOLE,,895200,0,0
1167483,0000919574-24-006690,042068205,ARM,ARM HOLDINGS PLC,SPONSORED ADS,,42903000,300000,SH,SOLE,,300000,0,0
1167483,0000919574-24-006690,049468101,TEAM,ATLASSIAN CORPORATION,CL A,,63610551,400545,SH,SOLE,,400545,0,0
1167483,0000919574-24-006690,00138L108,RERE,ATRENEW INC,SPONSORED ADS,,31917786,11481218,SH,SOLE,,11481218,0,0
1167483,0000919574-24-006690,11135F101,AVGO,BROADCOM INC,COM,,318348750,1845500,SH,SOLE,,1845500,0,0
1167483,0000919574-24-006690,219948106,CPAY,CORPAY INC,COM SHS,,390192183,1247577,SH,SOLE,,1247577,0,0
1167483,0000919574-24-006690,22266T109,CPNG,COUPANG INC,CL A,,48954124,1994058,SH,SOLE,,1994058,0,0
1167483,0000919574-24-006690,22788C105,CRWD,CROWDSTRIKE HLDGS INC,CL A,,252423000,900000,SH,SOLE,,900000,0,0
1167483,0000919574-24-006690,23804L103,DDOG,DATADOG INC,CL A COM,,112689764,979400,SH,SOLE,,979400,0,0
1167483,0000919574-24-006690,25445D101,DDL,DINGDONG CAYMAN LTD,ADS,,420813,118539,SH,SOLE,,118539,0,0
1167483,0000919574-24-006690,25809K105,DASH,DOORDASH INC,CL A,,313436935,2196013,SH,SOLE,,2196013,0,0
1167483,0000919574-24-006690,N14506104,,ELASTIC N V,ORD SHS,,129778132,1690700,SH,SOLE,,1690700,0,0
1167483,0000919574-24-006690,532457108,LLY,ELI LILLY & CO,COM,,859184612,969800,SH,SOLE,,969800,0,0
1167483,0000919574-24-006690,G3643J108,,FLUTTER ENTMT PLC,SHS,,801387574,3377392,SH,SOLE,,3377392,0,0
1167483,0000919574-24-006690,G4124C109,,GRAB HOLDINGS LIMITED,CLASS A ORD,,353110394,92923788,SH,SOLE,,92923788,0,0
1167483,0000919574-24-006690,47215P106,JD,JD.COM INC,SPON ADS CL A,,13772360,344309,SH,SOLE,,344309,0,0
1167483,0000919574-24-006690,49845K101,KVYO,KLAVIYO INC,COM SER A,,1238300,35000,SH,SOLE,,35000,0,0
1167483,0000919574-24-006690,512807108,LRCXEUR,LAM RESEARCH CORP,COM,,288225583,353183,SH,SOLE,,353183,0,0
1167483,0000919574-24-006690,531229755,FWONK,LIBERTY MEDIA CORP DEL,COM LBTY ONE S C,,190245510,2457000,SH,SOLE,,2457000,0,0
1167483,0000919574-24-006690,30303M102,META,META PLATFORMS INC,CL A,,4273344169,7465139,SH,SOLE,,7465139,0,0
1167483,0000919574-24-006690,594918104,MSFT,MICROSOFT CORP,COM,,2299594200,5344165,SH,SOLE,,5344165,0,0
1167483,0000919574-24-006690,670100205,NVO,NOVO-NORDISK A S,ADR,,151099830,1269000,SH,SOLE,,1269000,0,0
1167483,0000919574-24-006690,G6683N103,NU,NU HLDGS LTD,ORD SHS CL A,,251611992,18433113,SH,SOLE,,18433113,0,0
1167483,0000919574-24-006690,67066G104,NVDA,NVIDIA CORPORATION,COM,,1175970312,9683550,SH,SOLE,,9683550,0,0
1167483,0000919574-24-006690,02156V109,OKLO,OKLO INC,COM CL A,,24731065,3056992,SH,SOLE,,3056992,0,0
1167483,0000919574-24-006690,74275K108,PCOR,PROCORE TECHNOLOGIES INC,COM,,144393940,2339500,SH,SOLE,,2339500,0,0
1167483,0000919574-24-006690,747525103,QCOM,QUALCOMM INC,COM,,315901885,1857700,SH,SOLE,,1857700,0,0
1167483,0000919574-24-006690,75734B100,RDDT,REDDIT INC,CL A,,32960000,500000,SH,SOLE,,500000,0,0
1167483,0000919574-24-006690,781154109,RBRK,RUBRIK INC.,CL A,,8037500,250000,SH,SOLE,,250000,0,0
1167483,0000919574-24-006690,81141R100,SE,SEA LTD,SPONSORD ADS,,1512377064,16041335,SH,SOLE,,16041335,0,0
1167483,0000919574-24-006690,81762P102,NOW,SERVICENOW INC,COM,,518437635,579655,SH,SOLE,,579655,0,0
1167483,0000919574-24-006690,824348106,SHW,SHERWIN WILLIAMS CO,COM,,201447334,527805,SH,SOLE,,527805,0,0
1167483,0000919574-24-006690,L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,SHS,,943805,2561,SH,SOLE,,2561,0,0
1167483,0000919574-24-006690,G85158106,,STONECO LTD,COM CL A,,155253,13788,SH,SOLE,,13788,0,0
1167483,0000919574-24-006690,874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,631286977,3634980,SH,SOLE,,3634980,0,0
1167483,0000919574-24-006690,874054109,TTWO,TAKE-TWO INTERACTIVE SOFTWAR,COM,,897552040,5839256,SH,SOLE,,5839256,0,0
