reported_cusip,canonical_cusip,description,source_url,retrieved_date
H2627K103,H2927K103,"Leon Cooperman's 2026Q1 filing used H2627K103 for Amrize; official Amrize filings identify H2927K103",https://investors.amrize.com/sec-filings/content/0002012383-26-000615/primary_doc.html,2026-08-17
